연도,연월,품목명,평균기온,강수량,상대습도,가격,최종_생산량_톤,계절,기후_분류,평균 소비량,로스율_가상_%,로스량_가상
2024,202412,당근,1.8,6.5,56.25,657.0,9073.4,겨울,정상기후,8608.76,3.48,315.42
2025,202501,당근,-0.2,16.9,61.74,640.0,0.0,겨울,정상기후,0.0,3.2,0.0
2025,202502,당근,-0.5,15.7,62.29,565.0,0.0,겨울,정상기후,0.0,3.49,0.0
2025,202503,당근,7.6,48.3,56.83,576.0,0.0,봄,정상기후,0.0,4.44,0.0
2025,202504,당근,13.1,67.3,57.1,525.0,0.0,봄,정상기후,0.0,4.71,0.0
2025,202505,당근,16.8,117.3,60.4,424.0,0.0,봄,정상기후,0.0,4.66,0.0
2025,202506,당근,22.9,184.7,71.23,371.0,0.0,여름,정상기후,0.0,3.79,0.0
2025,202507,당근,27.1,247.6,79.84,314.0,0.0,여름,정상기후,0.0,4.34,0.0
2025,202508,당근,27.1,187.2,76.41,344.0,0.0,여름,정상기후,0.0,3.41,0.0
2025,202509,당근,23.0,228.8,71.19,374.0,0.0,가을,이상기후,0.0,7.59,0.0
2020,202001,호박,2.5,83.7,55.5,867.0,9789.73,겨울,이상기후,9357.81,8.79,860.78
2020,202002,호박,3.4,58.7,58.0,839.0,10125.02,겨울,정상기후,9573.18,3.03,306.38
2020,202003,호박,7.7,29.2,46.3,824.0,11878.69,봄,이상기후,11274.51,7.17,851.82
2020,202004,호박,10.6,41.0,50.0,486.0,14710.53,봄,정상기후,14058.93,3.42,502.48
2020,202005,호박,17.6,103.5,67.3,432.0,15098.69,봄,이상기후,14529.48,7.05,1064.92
2020,202006,호박,22.7,182.9,67.4,467.0,16033.29,여름,정상기후,14809.3,3.36,539.18
2020,202007,호박,22.5,427.7,76.3,526.0,14228.24,여름,이상기후,13179.49,8.17,1161.89
2020,202008,호박,26.4,420.8,85.1,1131.0,10611.14,여름,이상기후,9619.83,7.84,832.22
2020,202009,호박,20.1,219.1,70.8,937.0,11588.45,가을,정상기후,10898.7,4.79,554.55
2020,202010,호박,13.7,10.5,60.4,530.0,13629.91,가을,이상기후,12301.21,8.63,1176.93
2020,202011,호박,8.5,40.8,63.7,453.0,12745.34,가을,정상기후,11886.2,3.68,469.49
2020,202012,호박,0.4,7.8,57.8,615.0,10934.97,겨울,정상기후,10256.84,3.52,384.78
2021,202101,호박,-1.1,19.9,57.5,907.0,5228.37,겨울,정상기후,4810.4,3.76,196.55
2021,202102,호박,3.4,20.1,55.4,1011.0,5212.46,겨울,정상기후,4906.79,4.18,217.91
2021,202103,호박,8.7,110.7,62.8,811.0,6802.73,봄,정상기후,6136.98,3.54,240.55
2021,202104,호박,13.2,76.3,54.2,558.0,8313.78,봄,정상기후,7504.14,4.25,353.19
2021,202105,호박,16.6,143.8,68.1,507.0,8208.78,봄,이상기후,7860.58,7.82,641.83
2021,202106,호박,21.7,91.6,72.5,618.0,8652.85,여름,이상기후,8005.73,8.1,701.24
2021,202107,호박,26.0,233.8,70.9,433.0,9041.25,여름,정상기후,8217.54,3.87,350.1
2021,202108,호박,24.8,288.4,74.2,553.0,8215.48,여름,정상기후,7694.27,3.59,294.85
2021,202109,호박,21.3,145.8,70.9,864.0,7092.16,가을,정상기후,6765.21,4.9,347.3
2021,202110,호박,15.1,53.9,69.7,673.0,7323.72,가을,정상기후,6701.99,4.53,331.56
2021,202111,호박,8.3,58.0,67.8,752.0,6150.71,가을,정상기후,5803.82,3.28,201.76
2021,202112,호박,1.9,7.2,61.5,759.0,5851.71,겨울,정상기후,5301.5,4.74,277.19
2022,202201,호박,-0.8,2.6,55.21,920.0,6340.59,겨울,정상기후,5729.47,3.97,252.03
2022,202202,호박,-0.1,3.5,54.7,835.0,6758.8,겨울,정상기후,6334.31,4.79,323.69
2022,202203,호박,7.7,89.4,61.93,730.0,8535.16,봄,정상기후,8004.65,4.6,392.59
2022,202204,호박,13.8,59.4,55.03,589.0,10031.32,봄,정상기후,9475.79,3.85,386.25
2022,202205,호박,18.0,5.8,55.34,460.0,10539.58,봄,이상기후,10021.31,7.04,742.51
2022,202206,호박,22.4,184.7,73.38,552.0,10691.3,여름,정상기후,10352.49,3.54,378.19
2022,202207,호박,25.9,178.4,77.23,727.0,9746.46,여름,정상기후,9124.06,4.08,397.97
2022,202208,호박,25.3,311.5,80.17,847.0,8672.91,여름,정상기후,8001.69,4.27,370.07
2022,202209,호박,21.0,150.8,68.09,871.0,8525.31,가을,정상기후,8147.32,3.52,299.73
2022,202210,호박,14.0,77.6,68.89,596.0,9061.17,가을,정상기후,8326.84,3.28,297.09
2022,202211,호박,9.6,61.6,64.39,504.0,8677.71,가을,정상기후,8076.59,4.67,405.24
2022,202212,호박,-1.4,15.2,58.92,652.0,7207.71,겨울,정상기후,6526.52,4.97,358.14
2023,202301,호박,-0.6,40.5,63.31,925.0,6633.76,겨울,정상기후,5982.16,4.05,268.76
2023,202302,호박,2.5,15.2,58.9,1007.0,6608.51,겨울,정상기후,6392.98,3.34,220.95
2023,202303,호박,9.4,28.7,51.24,929.0,8393.56,봄,정상기후,8045.38,3.54,297.52
2023,202304,호박,13.1,66.3,59.93,721.0,9901.25,봄,정상기후,9393.5,3.04,300.68
2023,202305,호박,17.9,193.4,62.49,633.0,9984.69,봄,이상기후,9272.05,8.83,881.51
2023,202306,호박,22.3,210.0,72.43,578.0,11125.88,여름,정상기후,10148.26,3.24,359.98
2023,202307,호박,25.5,506.1,81.07,616.0,10182.8,여름,이상기후,9276.03,8.15,830.21
2023,202308,호박,26.4,299.6,76.35,688.0,10054.11,여름,정상기후,9224.82,3.55,356.73
2023,202309,호박,22.6,197.3,73.48,788.0,9492.33,가을,이상기후,8908.04,8.11,769.67
2023,202310,호박,14.7,17.0,66.48,644.0,9543.87,가을,정상기후,9066.88,4.3,410.66
2023,202311,호박,7.9,63.4,64.52,638.0,8360.11,가을,정상기후,7910.45,4.66,389.54
2023,202312,호박,2.4,102.9,69.35,712.0,7599.12,겨울,이상기후,6988.12,7.41,563.31
2024,202401,호박,0.9,31.9,66.56,969.0,7350.2,겨울,정상기후,7106.47,3.02,222.12
2024,202402,호박,4.1,103.3,72.95,1139.0,6682.29,겨울,이상기후,6359.22,7.27,486.05
2024,202403,호박,6.9,64.7,57.19,964.0,8774.94,봄,정상기후,8237.96,4.8,421.2
2024,202404,호박,14.9,80.4,56.24,674.0,11446.85,봄,정상기후,10792.32,4.75,543.47
2024,202405,호박,17.7,117.6,63.24,528.0,11777.9,봄,정상기후,10946.05,4.19,494.06
2024,202406,호박,22.7,130.5,60.5,434.0,13330.16,여름,이상기후,12228.3,8.2,1093.21
2024,202407,호박,26.2,380.8,80.99,570.0,11902.34,여름,정상기후,11008.69,4.33,515.38
2024,202408,호박,27.9,87.3,72.57,742.0,11514.31,여름,이상기후,10973.7,7.35,846.39
2024,202409,호박,24.7,241.0,71.8,903.0,10128.61,가을,이상기후,9125.95,8.83,894.24
2024,202410,호박,16.1,115.8,69.64,928.0,9112.37,가을,정상기후,8275.17,3.84,349.69
2024,202411,호박,9.7,59.6,62.38,876.0,8290.88,가을,정상기후,7488.49,3.77,312.26
2024,202412,호박,1.8,6.5,56.25,770.0,8272.16,겨울,정상기후,7468.53,4.04,334.02
2025,202501,호박,-0.2,16.9,61.74,920.0,0.0,겨울,정상기후,0.0,3.09,0.0
2025,202502,호박,-0.5,15.7,62.29,998.0,0.0,겨울,정상기후,0.0,3.33,0.0
2025,202503,호박,7.6,48.3,56.83,890.0,0.0,봄,정상기후,0.0,4.48,0.0
2025,202504,호박,13.1,67.3,57.1,657.0,0.0,봄,정상기후,0.0,3.17,0.0
2025,202505,호박,16.8,117.3,60.4,496.0,0.0,봄,정상기후,0.0,4.21,0.0
2025,202506,호박,22.9,184.7,71.23,520.0,0.0,여름,정상기후,0.0,3.49,0.0
2025,202507,호박,27.1,247.6,79.84,514.0,0.0,여름,정상기후,0.0,3.78,0.0
2025,202508,호박,27.1,187.2,76.41,612.0,0.0,여름,정상기후,0.0,3.58,0.0
2025,202509,호박,23.0,228.8,71.19,672.0,0.0,가을,이상기후,0.0,7.71,0.0
2020,202001,배추,2.5,83.7,55.5,114.0,113363.85,겨울,이상기후,106914.52,8.44,9565.75
2020,202002,배추,3.4,58.7,58.0,111.0,110062.84,겨울,정상기후,103949.57,3.59,3955.93
2020,202003,배추,7.7,29.2,46.3,106.0,126318.17,봄,이상기후,114086.94,8.13,10273.22
2020,202004,배추,10.6,41.0,50.0,101.0,131068.96,봄,정상기후,121399.07,3.95,5179.98
2020,202005,배추,17.6,103.5,67.3,97.0,149091.75,봄,이상기후,140714.31,8.33,12415.38
2020,202006,배추,22.7,182.9,67.4,107.0,166282.22,여름,정상기후,155510.38,4.87,8104.03
2020,202007,배추,22.5,427.7,76.3,134.0,167530.36,여름,이상기후,160821.49,8.47,14181.69
2020,202008,배추,26.4,420.8,85.1,184.0,173664.53,여름,이상기후,164305.5,7.43,12903.07
2020,202009,배추,20.1,219.1,70.8,165.0,222592.96,가을,정상기후,202872.43,3.06,6816.61
2020,202010,배추,13.7,10.5,60.4,134.0,233100.05,가을,이상기후,210941.52,7.52,17539.68
2020,202011,배추,8.5,40.8,63.7,128.0,424045.52,가을,정상기후,400710.02,4.19,17768.17
2020,202012,배추,0.4,7.8,57.8,118.0,225518.79,겨울,정상기후,203385.43,3.1,6997.51
2021,202101,배추,-1.1,19.9,57.5,112.0,102269.07,겨울,정상기후,96235.63,3.99,4083.33
2021,202102,배추,3.4,20.1,55.4,121.0,97507.13,겨울,정상기후,94173.96,4.19,4089.14
2021,202103,배추,8.7,110.7,62.8,126.0,111725.73,봄,정상기후,105053.83,3.67,4098.64
2021,202104,배추,13.2,76.3,54.2,116.0,115857.25,봄,정상기후,107419.59,4.54,5262.03
2021,202105,배추,16.6,143.8,68.1,107.0,133325.66,봄,이상기후,125996.77,7.21,9617.04
2021,202106,배추,21.7,91.6,72.5,128.0,146660.61,여름,이상기후,136699.08,7.15,10486.64
2021,202107,배추,26.0,233.8,70.9,121.0,149684.21,여름,정상기후,140432.7,4.46,6670.49
2021,202108,배추,24.8,288.4,74.2,115.0,162517.46,여름,정상기후,156976.03,3.99,6486.04
2021,202109,배추,21.3,145.8,70.9,128.0,202971.86,가을,정상기후,188160.43,4.38,8883.68
2021,202110,배추,15.1,53.9,69.7,124.0,210389.26,가을,정상기후,203506.03,3.87,8141.34
2021,202111,배추,8.3,58.0,67.8,118.0,381982.51,가을,정상기후,367992.23,3.49,13341.9
2021,202112,배추,1.9,7.2,61.5,114.0,202616.28,겨울,정상기후,185131.58,4.64,9397.76
2022,202201,배추,-0.8,2.6,55.21,126.0,112812.51,겨울,정상기후,102079.0,4.6,5188.06
2022,202202,배추,-0.1,3.5,54.7,128.0,109158.71,겨울,정상기후,99012.89,4.39,4791.4
2022,202203,배추,7.7,89.4,61.93,130.0,124848.09,봄,정상기후,112522.53,3.54,4424.98
2022,202204,배추,13.8,59.4,55.03,148.0,125873.81,봄,정상기후,114118.58,4.18,5262.11
2022,202205,배추,18.0,5.8,55.34,179.0,139609.79,봄,이상기후,132323.62,7.72,10780.6
2022,202206,배추,22.4,184.7,73.38,196.0,157061.54,여름,정상기후,142138.06,3.18,4999.53
2022,202207,배추,25.9,178.4,77.23,170.0,161654.03,여름,정상기후,149098.09,4.83,7815.37
2022,202208,배추,25.3,311.5,80.17,215.0,170568.45,여름,정상기후,163599.24,3.27,5583.79
2022,202209,배추,21.0,150.8,68.09,240.0,214552.94,가을,정상기후,193447.16,4.9,10514.11
2022,202210,배추,14.0,77.6,68.89,175.0,230347.89,가을,정상기후,220445.88,3.89,8965.17
2022,202211,배추,9.6,61.6,64.39,138.0,425658.6,가을,정상기후,391490.91,3.37,14345.83
2022,202212,배추,-1.4,15.2,58.92,123.0,226923.65,겨울,정상기후,206108.29,4.08,9267.11
2023,202301,배추,-0.6,40.5,63.31,133.0,102570.72,겨울,정상기후,97316.19,4.75,4867.9
2023,202302,배추,2.5,15.2,58.9,128.0,99291.34,겨울,정상기후,93733.61,4.46,4432.81
2023,202303,배추,9.4,28.7,51.24,125.0,113811.97,봄,정상기후,109421.45,4.61,5250.29
2023,202304,배추,13.1,66.3,59.93,126.0,117565.84,봄,정상기후,111858.6,4.32,5075.98
2023,202305,배추,17.9,193.4,62.49,127.0,134543.2,봄,이상기후,128656.08,8.38,11280.85
2023,202306,배추,22.3,210.0,72.43,130.0,150785.43,여름,정상기후,138683.76,4.7,7084.49
2023,202307,배추,25.5,506.1,81.07,158.0,151504.09,여름,이상기후,138235.48,7.5,11361.8
2023,202308,배추,26.4,299.6,76.35,170.0,160355.57,여름,정상기후,152745.58,3.98,6380.31
2023,202309,배추,22.6,197.3,73.48,151.0,205585.06,가을,이상기후,196637.68,7.44,15300.5
2023,202310,배추,14.7,17.0,66.48,137.0,213950.49,가을,정상기후,207389.78,4.98,10644.76
2023,202311,배추,7.9,63.4,64.52,123.0,390908.65,가을,정상기후,363108.49,4.89,19108.08
2023,202312,배추,2.4,102.9,69.35,114.0,208175.65,겨울,이상기후,192779.24,7.08,14736.45
2024,202401,배추,0.9,31.9,66.56,126.0,99317.57,겨울,정상기후,94783.61,4.41,4381.05
2024,202402,배추,4.1,103.3,72.95,144.0,94449.89,겨울,이상기후,87258.12,8.85,8359.28
2024,202403,배추,6.9,64.7,57.19,145.0,108490.52,봄,정상기후,104709.95,3.36,3646.53
2024,202404,배추,14.9,80.4,56.24,155.0,110168.81,봄,정상기후,105771.85,4.14,4556.46
2024,202405,배추,17.7,117.6,63.24,155.0,126407.06,봄,정상기후,117562.31,4.83,6106.7
2024,202406,배추,22.7,130.5,60.5,160.0,141724.15,여름,이상기후,135000.89,7.07,10016.91
2024,202407,배추,26.2,380.8,80.99,154.0,145541.49,여름,정상기후,138674.55,4.39,6396.32
2024,202408,배추,27.9,87.3,72.57,168.0,153092.98,여름,이상기후,138888.81,7.59,11626.95
2024,202409,배추,24.7,241.0,71.8,204.0,192758.7,가을,이상기후,185661.07,8.85,17056.82
2024,202410,배추,16.1,115.8,69.64,170.0,203428.15,가을,정상기후,190280.11,4.94,10053.66
2024,202411,배추,9.7,59.6,62.38,149.0,374058.38,가을,정상기후,358292.58,4.89,18285.97
2024,202412,배추,1.8,6.5,56.25,128.0,198822.31,겨울,정상기후,183394.39,3.95,7850.36
2025,202501,배추,-0.2,16.9,61.74,134.0,0.0,겨울,정상기후,0.0,4.72,0.0
2025,202502,배추,-0.5,15.7,62.29,138.0,0.0,겨울,정상기후,0.0,4.69,0.0
2025,202503,배추,7.6,48.3,56.83,144.0,0.0,봄,정상기후,0.0,3.64,0.0
2025,202504,배추,13.1,67.3,57.1,154.0,0.0,봄,정상기후,0.0,4.66,0.0
2025,202505,배추,16.8,117.3,60.4,160.0,0.0,봄,정상기후,0.0,3.07,0.0
2025,202506,배추,22.9,184.7,71.23,155.0,0.0,여름,정상기후,0.0,4.19,0.0
2025,202507,배추,27.1,247.6,79.84,151.0,0.0,여름,정상기후,0.0,3.46,0.0
2025,202508,배추,27.1,187.2,76.41,144.0,0.0,여름,정상기후,0.0,3.24,0.0
2025,202509,배추,23.0,228.8,71.19,148.0,0.0,가을,이상기후,0.0,7.15,0.0
2020,202001,풋고추,2.5,83.7,55.5,1311.0,5736824.71,겨울,이상기후,5416873.99,8.39,481467.46
2020,202002,풋고추,3.4,58.7,58.0,1601.0,5402133.36,겨울,정상기후,5031499.4,3.68,198785.0
2020,202003,풋고추,7.7,29.2,46.3,1497.0,7342066.59,봄,이상기후,6758554.04,8.45,620370.38
2020,202004,풋고추,10.6,41.0,50.0,1080.0,8901781.42,봄,정상기후,8216402.27,3.13,278689.2
2020,202005,풋고추,17.6,103.5,67.3,949.0,9526143.02,봄,이상기후,9021984.21,7.63,726900.03
2020,202006,풋고추,22.7,182.9,67.4,968.0,9530524.48,여름,정상기후,9079408.7,4.08,388748.43
2020,202007,풋고추,22.5,427.7,76.3,1155.0,8315507.31,여름,이상기후,7944723.27,8.58,713590.8
2020,202008,풋고추,26.4,420.8,85.1,1242.0,8697694.97,여름,이상기후,8308675.52,7.64,664286.89
2020,202009,풋고추,20.1,219.1,70.8,1623.0,7229423.72,가을,정상기후,6552637.08,4.25,307379.39
2020,202010,풋고추,13.7,10.5,60.4,1485.0,7258216.68,가을,이상기후,6783597.69,8.77,636687.54
2020,202011,풋고추,8.5,40.8,63.7,1146.0,7378859.77,가을,정상기후,6670704.05,4.23,312253.16
2020,202012,풋고추,0.4,7.8,57.8,880.0,7139245.15,겨울,정상기후,6699946.13,3.47,247440.45
2021,202101,풋고추,-1.1,19.9,57.5,1078.0,6020463.21,겨울,정상기후,5604492.16,3.05,183551.98
2021,202102,풋고추,3.4,20.1,55.4,1937.0,4901708.89,겨울,정상기후,4716126.72,4.74,232350.69
2021,202103,풋고추,8.7,110.7,62.8,1714.0,7064899.82,봄,정상기후,6531952.4,3.04,214952.32
2021,202104,풋고추,13.2,76.3,54.2,1268.0,8664581.56,봄,정상기후,7869126.97,4.75,411515.93
2021,202105,풋고추,16.6,143.8,68.1,1204.0,9161882.08,봄,이상기후,8337398.98,8.06,738252.94
2021,202106,풋고추,21.7,91.6,72.5,1261.0,9065178.35,여름,이상기후,8641886.59,8.88,804818.81
2021,202107,풋고추,26.0,233.8,70.9,1383.0,7948124.92,여름,정상기후,7497269.64,4.6,365420.33
2021,202108,풋고추,24.8,288.4,74.2,1055.0,8908302.46,여름,정상기후,8080530.41,5.0,445047.05
2021,202109,풋고추,21.3,145.8,70.9,1174.0,7865050.15,가을,정상기후,7124850.43,3.7,291118.82
2021,202110,풋고추,15.1,53.9,69.7,1150.0,7771203.49,가을,정상기후,7375399.3,4.53,352375.63
2021,202111,풋고추,8.3,58.0,67.8,1603.0,6720832.95,가을,정상기후,6082981.62,3.8,255651.2
2021,202112,풋고추,1.9,7.2,61.5,1030.0,6934871.13,겨울,정상기후,6640348.57,3.96,274603.65
2022,202201,풋고추,-0.8,2.6,55.21,1320.0,5666353.16,겨울,정상기후,5379845.1,4.26,241103.95
2022,202202,풋고추,-0.1,3.5,54.7,1650.0,5280988.73,겨울,정상기후,4782962.0,4.75,250707.24
2022,202203,풋고추,7.7,89.4,61.93,1729.0,7026904.72,봄,정상기후,6365944.51,4.97,349108.36
2022,202204,풋고추,13.8,59.4,55.03,1557.0,8245142.33,봄,정상기후,7990076.96,4.54,374044.74
2022,202205,풋고추,18.0,5.8,55.34,1362.0,8896989.52,봄,이상기후,8240382.4,7.84,697126.6
2022,202206,풋고추,22.4,184.7,73.38,1472.0,8798120.01,여름,정상기후,8146574.8,3.84,338086.59
2022,202207,풋고추,25.9,178.4,77.23,1869.0,7223566.83,여름,정상기후,6912201.99,4.48,323266.51
2022,202208,풋고추,25.3,311.5,80.17,1594.0,8139671.78,여름,정상기후,7865425.08,3.48,283061.51
2022,202209,풋고추,21.0,150.8,68.09,1932.0,6765670.71,가을,정상기후,6556070.74,3.22,217918.75
2022,202210,풋고추,14.0,77.6,68.89,1369.0,7452427.95,가을,정상기후,7100199.92,3.71,276428.76
2022,202211,풋고추,9.6,61.6,64.39,1493.0,6892954.69,가을,정상기후,6385207.04,3.57,246387.15
2022,202212,풋고추,-1.4,15.2,58.92,1112.0,6789764.03,겨울,정상기후,6150474.14,3.59,243930.17
2023,202301,풋고추,-0.6,40.5,63.31,1481.0,5448048.01,겨울,정상기후,5199618.57,3.47,188895.57
2023,202302,풋고추,2.5,15.2,58.9,2298.0,4368910.0,겨울,정상기후,4102792.25,3.08,134745.33
2023,202303,풋고추,9.4,28.7,51.24,2072.0,6523584.26,봄,정상기후,6064947.2,3.04,198039.57
2023,202304,풋고추,13.1,66.3,59.93,1654.0,8100817.16,봄,정상기후,7804690.22,4.98,403051.68
2023,202305,풋고추,17.9,193.4,62.49,1528.0,8721140.6,봄,이상기후,7916910.36,7.86,685093.23
2023,202306,풋고추,22.3,210.0,72.43,1388.0,8927817.47,여름,정상기후,8342900.41,3.77,336458.49
2023,202307,풋고추,25.5,506.1,81.07,1503.0,7865031.62,여름,이상기후,7084779.23,8.36,657461.16
2023,202308,풋고추,26.4,299.6,76.35,1436.0,8374172.87,여름,정상기후,7811480.75,3.44,287779.1
2023,202309,풋고추,22.6,197.3,73.48,1646.0,7210493.12,가을,이상기후,6517862.01,8.9,641728.29
2023,202310,풋고추,14.7,17.0,66.48,1751.0,6883814.72,가을,정상기후,6252687.68,4.57,314775.51
2023,202311,풋고추,7.9,63.4,64.52,1538.0,6813394.66,가을,정상기후,6188107.88,3.18,216585.69
2023,202312,풋고추,2.4,102.9,69.35,1265.0,6632179.52,겨울,이상기후,6270359.12,7.84,519641.98
2024,202401,풋고추,0.9,31.9,66.56,1636.0,5233630.72,겨울,정상기후,4983584.29,4.76,249028.53
2024,202402,풋고추,4.1,103.3,72.95,2171.0,4597857.53,겨울,이상기후,4325829.03,8.89,408724.89
2024,202403,풋고추,6.9,64.7,57.19,2317.0,6159097.58,봄,정상기후,5958015.85,3.93,242348.36
2024,202404,풋고추,14.9,80.4,56.24,1900.0,7765103.94,봄,정상기후,7192357.18,4.23,328217.18
2024,202405,풋고추,17.7,117.6,63.24,1446.0,8811707.51,봄,정상기후,8106769.55,3.33,293788.31
2024,202406,풋고추,22.7,130.5,60.5,1310.0,9016579.49,여름,이상기후,8663147.06,8.98,809899.58
2024,202407,풋고추,26.2,380.8,80.99,1646.0,7620151.08,여름,정상기후,6977404.36,3.46,263912.0
2024,202408,풋고추,27.9,87.3,72.57,1879.0,7671162.32,여름,이상기후,7421278.64,8.89,681618.33
2024,202409,풋고추,24.7,241.0,71.8,2001.0,6729811.26,가을,이상기후,6062555.95,8.3,558526.77
2024,202410,풋고추,16.1,115.8,69.64,2085.0,6446665.85,가을,정상기후,6239673.19,4.22,271757.5
2024,202411,풋고추,9.7,59.6,62.38,1937.0,6249696.56,가을,정상기후,5643608.45,4.03,251573.85
2024,202412,풋고추,1.8,6.5,56.25,1421.0,6367112.68,겨울,정상기후,6127582.02,3.46,220387.39
2025,202501,풋고추,-0.2,16.9,61.74,1686.0,5146235.98,겨울,정상기후,4821709.59,3.35,172556.18
2025,202502,풋고추,-0.5,15.7,62.29,2204.0,4478880.42,겨울,정상기후,4342308.32,3.44,154117.04
2025,202503,풋고추,7.6,48.3,56.83,2280.0,6213149.6,봄,정상기후,5623930.28,3.37,209561.86
2025,202504,풋고추,13.1,67.3,57.1,1871.0,7786692.9,봄,정상기후,7309912.14,4.56,355008.48
2025,202505,풋고추,16.8,117.3,60.4,1668.0,8481954.3,봄,정상기후,8209269.46,3.7,313853.56
2025,202506,풋고추,22.9,184.7,71.23,1643.0,8554713.45,여름,정상기후,8012488.76,3.12,266537.95
2025,202507,풋고추,27.1,247.6,79.84,1973.0,7107619.36,여름,정상기후,6710004.24,4.94,350988.83
2025,202508,풋고추,27.1,187.2,76.41,1777.0,7846863.68,여름,정상기후,7444338.47,4.77,374104.86
2025,202509,풋고추,23.0,228.8,71.19,1696.0,7152571.92,가을,이상기후,6664894.36,8.86,633396.33
2020,202001,돼지고기,2.5,83.7,55.5,0.0,0.0,겨울,이상기후,0.0,8.99,0.0
2020,202002,돼지고기,3.4,58.7,58.0,0.0,0.0,겨울,정상기후,0.0,3.35,0.0
2020,202003,돼지고기,7.7,29.2,46.3,0.0,0.0,봄,이상기후,0.0,7.79,0.0
2020,202004,돼지고기,10.6,41.0,50.0,0.0,0.0,봄,정상기후,0.0,4.52,0.0
2020,202005,돼지고기,17.6,103.5,67.3,0.0,0.0,봄,이상기후,0.0,8.39,0.0
2020,202006,돼지고기,22.7,182.9,67.4,0.0,0.0,여름,정상기후,0.0,3.31,0.0
2020,202007,돼지고기,22.5,427.7,76.3,0.0,0.0,여름,이상기후,0.0,8.63,0.0
2020,202008,돼지고기,26.4,420.8,85.1,0.0,0.0,여름,이상기후,0.0,7.45,0.0
2020,202009,돼지고기,20.1,219.1,70.8,0.0,0.0,가을,정상기후,0.0,3.45,0.0
2020,202010,돼지고기,13.7,10.5,60.4,0.0,0.0,가을,이상기후,0.0,8.07,0.0
2020,202011,돼지고기,8.5,40.8,63.7,0.0,0.0,가을,정상기후,0.0,4.19,0.0
2020,202012,돼지고기,0.4,7.8,57.8,0.0,0.0,겨울,정상기후,0.0,4.16,0.0
2021,202101,돼지고기,-1.1,19.9,57.5,0.0,0.0,겨울,정상기후,0.0,3.18,0.0
2021,202102,돼지고기,3.4,20.1,55.4,0.0,0.0,겨울,정상기후,0.0,4.75,0.0
2021,202103,돼지고기,8.7,110.7,62.8,0.0,0.0,봄,정상기후,0.0,3.53,0.0
2021,202104,돼지고기,13.2,76.3,54.2,0.0,0.0,봄,정상기후,0.0,3.26,0.0
2021,202105,돼지고기,16.6,143.8,68.1,0.0,0.0,봄,이상기후,0.0,8.78,0.0
2021,202106,돼지고기,21.7,91.6,72.5,0.0,0.0,여름,이상기후,0.0,8.91,0.0
2021,202107,돼지고기,26.0,233.8,70.9,0.0,0.0,여름,정상기후,0.0,4.72,0.0
2021,202108,돼지고기,24.8,288.4,74.2,0.0,0.0,여름,정상기후,0.0,4.62,0.0
2021,202109,돼지고기,21.3,145.8,70.9,0.0,0.0,가을,정상기후,0.0,4.31,0.0
2021,202110,돼지고기,15.1,53.9,69.7,0.0,0.0,가을,정상기후,0.0,4.1,0.0
2021,202111,돼지고기,8.3,58.0,67.8,0.0,0.0,가을,정상기후,0.0,3.17,0.0
2021,202112,돼지고기,1.9,7.2,61.5,0.0,0.0,겨울,정상기후,0.0,3.82,0.0
2022,202201,돼지고기,-0.8,2.6,55.21,0.0,0.0,겨울,정상기후,0.0,3.75,0.0
2022,202202,돼지고기,-0.1,3.5,54.7,0.0,0.0,겨울,정상기후,0.0,3.52,0.0
2022,202203,돼지고기,7.7,89.4,61.93,0.0,0.0,봄,정상기후,0.0,4.45,0.0
2022,202204,돼지고기,13.8,59.4,55.03,0.0,0.0,봄,정상기후,0.0,3.99,0.0
2022,202205,돼지고기,18.0,5.8,55.34,0.0,0.0,봄,이상기후,0.0,7.16,0.0
2022,202206,돼지고기,22.4,184.7,73.38,0.0,0.0,여름,정상기후,0.0,3.44,0.0
2022,202207,돼지고기,25.9,178.4,77.23,0.0,0.0,여름,정상기후,0.0,4.37,0.0
2022,202208,돼지고기,25.3,311.5,80.17,0.0,0.0,여름,정상기후,0.0,3.15,0.0
2022,202209,돼지고기,21.0,150.8,68.09,0.0,0.0,가을,정상기후,0.0,4.7,0.0
2022,202210,돼지고기,14.0,77.6,68.89,0.0,0.0,가을,정상기후,0.0,3.99,0.0
2022,202211,돼지고기,9.6,61.6,64.39,0.0,0.0,가을,정상기후,0.0,3.96,0.0
2022,202212,돼지고기,-1.4,15.2,58.92,0.0,0.0,겨울,정상기후,0.0,4.18,0.0
2023,202301,돼지고기,-0.6,40.5,63.31,0.0,0.0,겨울,정상기후,0.0,4.65,0.0
2023,202302,돼지고기,2.5,15.2,58.9,0.0,0.0,겨울,정상기후,0.0,3.7,0.0
2023,202303,돼지고기,9.4,28.7,51.24,0.0,0.0,봄,정상기후,0.0,4.36,0.0
2023,202304,돼지고기,13.1,66.3,59.93,0.0,0.0,봄,정상기후,0.0,4.13,0.0
2023,202305,돼지고기,17.9,193.4,62.49,0.0,0.0,봄,이상기후,0.0,7.53,0.0
2023,202306,돼지고기,22.3,210.0,72.43,0.0,0.0,여름,정상기후,0.0,4.76,0.0
2023,202307,돼지고기,25.5,506.1,81.07,0.0,0.0,여름,이상기후,0.0,8.59,0.0
2023,202308,돼지고기,26.4,299.6,76.35,0.0,0.0,여름,정상기후,0.0,4.32,0.0
2023,202309,돼지고기,22.6,197.3,73.48,0.0,0.0,가을,이상기후,0.0,8.7,0.0
